All calculations,Synchronous Generator 1,Synchronous Generator 2,Synchronous Generator 3
"Time in s","Reactive Power in Mvar","Reactive Power in Mvar","Reactive Power in Mvar"
6.0626,0.3194,0.3194,0.3194
6.0726,0.3194,0.3194,0.3194
6.0826,0.3194,0.3194,0.3194
6.0926,0.3194,0.3194,0.3194
6.1026,0.3194,0.3194,0.3194
6.1126,0.3194,0.3194,0.3194
6.1226,0.3194,0.3194,0.3194
6.1326,0.3194,0.3194,0.3194
6.1426,0.3194,0.3194,0.3194
6.1526,0.3194,0.3194,0.3194
6.1626,0.3194,0.3194,0.3194
6.1726,0.3194,0.3194,0.3194
6.1826,0.3194,0.3194,0.3194
6.1926,0.3194,0.3194,0.3194
6.2026,0.3194,0.3194,0.3194
6.2126,0.3194,0.3194,0.3194
6.2226,0.3194,0.3194,0.3194
6.2326,0.3194,0.3194,0.3194
6.2426,0.3194,0.3194,0.3194
6.2526,0.3194,0.3194,0.3194
6.2626,0.3194,0.3194,0.3194
6.2726,0.3194,0.3194,0.3194
6.2826,0.3194,0.3194,0.3194
6.2926,0.3194,0.3194,0.3194
6.3026,0.3194,0.3194,0.3194
6.3126,0.3194,0.3194,0.3194
6.3226,0.3194,0.3194,0.3194
6.3326,0.3194,0.3194,0.3194
6.3426,0.3194,0.3194,0.3194
6.3526,0.3194,0.3194,0.3194
6.3626,0.3194,0.3194,0.3194
6.3726,0.3194,0.3194,0.3194
6.3826,0.3194,0.3194,0.3194
6.3926,0.3194,0.3194,0.3194
6.4026,0.3194,0.3194,0.3194
6.4126,0.3194,0.3194,0.3194
6.4226,0.3194,0.3194,0.3194
6.4326,0.3194,0.3194,0.3194
6.4426,0.3194,0.3194,0.3194
6.4526,0.3194,0.3194,0.3194
6.4626,0.3194,0.3194,0.3194
6.4726,0.3194,0.3194,0.3194
6.4826,0.3194,0.3194,0.3194
6.4926,0.3194,0.3194,0.3194
6.5026,0.3194,0.3194,0.3194
6.5126,0.3194,0.3194,0.3194
6.5226,0.3194,0.3194,0.3194
6.5326,0.3194,0.3194,0.3194
6.5426,0.3194,0.3194,0.3194
6.5526,0.3194,0.3194,0.3194
6.5626,0.3194,0.3194,0.3194
6.5726,0.3194,0.3194,0.3194
6.5826,0.3194,0.3194,0.3194
6.5926,0.3194,0.3194,0.3194
6.6026,0.3194,0.3194,0.3194
6.6126,0.3194,0.3194,0.3194
6.6226,0.3194,0.3194,0.3194
6.6326,0.3194,0.3194,0.3194
6.6426,0.3194,0.3194,0.3194
6.6526,0.3194,0.3194,0.3194
6.6626,0.3194,0.3194,0.3194
6.6726,0.3194,0.3194,0.3194
6.6826,0.3194,0.3194,0.3194
6.6926,0.3194,0.3194,0.3194
